Name,Accuracy,Loss
model--1610719647 ,1610720048,0.91,0.06123904138803482
model--1610719647 ,1610720048,0.9,0.07595057040452957
model--1610719647 ,1610720048,0.87,0.08653856813907623
model--1610719647 ,1610720048,0.84,0.12964873015880585
model--1610719647 ,1610720048,0.91,0.06480339169502258
model--1610719647 ,1610720048,0.85,0.0879526138305664
model--1610719647 ,1610720048,0.84,0.11522727459669113
model--1610719647 ,1610720048,0.89,0.093022421002388
model--1610719647 ,1610720048,0.93,0.0479036420583725
model--1610719647 ,1610720048,0.93,0.06234567612409592
model--1610719647 ,1610720048,0.92,0.07666118443012238
model--1610719647 ,1610720048,0.93,0.06352300941944122
model--1610719647 ,1610720048,0.94,0.0567479245364666
model--1610719647 ,1610720048,0.86,0.10272520035505295
model--1610719647 ,1610720048,0.89,0.0771784782409668
model--1610719647 ,1610720048,0.92,0.060349296778440475
model--1610719647 ,1610720048,0.91,0.08048092573881149
model--1610719647 ,1610720049,0.92,0.06284140795469284
model--1610719647 ,1610720049,0.85,0.11389314383268356
model--1610719647 ,1610720049,0.92,0.07080239802598953
model--1610719647 ,1610720049,0.9,0.07769543677568436
model--1610719647 ,1610720049,0.93,0.055685680359601974
model--1610719647 ,1610720049,0.87,0.09917546063661575
model--1610719647 ,1610720049,0.92,0.0662720575928688
model--1610719647 ,1610720049,0.87,0.08174788951873779
model--1610719647 ,1610720049,0.93,0.06375013291835785
model--1610719647 ,1610720049,0.91,0.0827634185552597
model--1610719647 ,1610720049,0.91,0.0823575034737587
model--1610719647 ,1610720049,0.87,0.09504221379756927
model--1610719647 ,1610720049,0.9,0.07609715312719345
model--1610719647 ,1610720049,0.84,0.11507593095302582
model--1610719647 ,1610720049,0.93,0.05317511409521103
model--1610719647 ,1610720049,0.87,0.1049642413854599
model--1610719647 ,1610720049,0.83,0.1158306822180748
model--1610719647 ,1610720049,0.83,0.12378812581300735
model--1610719647 ,1610720050,0.88,0.08543778955936432
model--1610719647 ,1610720050,0.88,0.08716783672571182
model--1610719647 ,1610720050,0.89,0.08376777172088623
model--1610719647 ,1610720050,0.86,0.08934424072504044
model--1610719647 ,1610720050,0.86,0.1038508415222168
model--1610719647 ,1610720050,0.9,0.07853268086910248
model--1610719647 ,1610720050,0.88,0.09404178708791733
model--1610719647 ,1610720050,0.85,0.11072328686714172
model--1610719647 ,1610720050,0.86,0.10145392268896103
model--1610719647 ,1610720050,0.87,0.09986648708581924
model--1610719647 ,1610720050,0.89,0.09777615964412689
model--1610719647 ,1610720050,0.87,0.10800593346357346
model--1610719647 ,1610720050,0.87,0.08812778443098068
model--1610719647 ,1610720050,0.83,0.1315634846687317
model--1610719647 ,1610720050,0.83,0.1055256649851799
model--1610719647 ,1610720050,0.88,0.078531913459301
model--1610719647 ,1610720050,0.95,0.049516696482896805
model--1610719647 ,1610720050,0.92,0.05836376175284386
model--1610719647 ,1610720050,0.93,0.05110390484333038
model--1610719647 ,1610720050,0.86,0.10141757875680923
model--1610719647 ,1610720051,0.81,0.12356676161289215
model--1610719647 ,1610720051,0.82,0.14043688774108887
model--1610719647 ,1610720051,0.92,0.06103835999965668
model--1610719647 ,1610720051,0.92,0.05720951780676842
model--1610719647 ,1610720051,0.86,0.11492720991373062
model--1610719647 ,1610720051,0.88,0.08527003228664398
model--1610719647 ,1610720051,0.81,0.14071451127529144
model--1610719647 ,1610720051,0.8,0.1244930699467659
model--1610719647 ,1610720051,0.87,0.09454377740621567
model--1610719647 ,1610720051,0.85,0.09221744537353516
model--1610719647 ,1610720051,0.92,0.06757070124149323
model--1610719647 ,1610720051,0.92,0.06818884611129761
model--1610719647 ,1610720051,0.86,0.10858985036611557
model--1610719647 ,1610720051,0.88,0.0962352380156517
model--1610719647 ,1610720051,0.83,0.1212875172495842
model--1610719647 ,1610720051,0.84,0.11362948268651962
model--1610719647 ,1610720051,0.92,0.07506896555423737
model--1610719647 ,1610720051,0.86,0.08313538134098053
model--1610719647 ,1610720051,0.84,0.10330604016780853
model--1610719647 ,1610720051,0.8,0.14434774219989777
model--1610719647 ,1610720052,0.81,0.127385675907135
model--1610719647 ,1610720052,0.86,0.11272450536489487
model--1610719647 ,1610720052,0.82,0.1386987864971161
model--1610719647 ,1610720052,0.86,0.08400417119264603
model--1610719647 ,1610720052,0.84,0.11635448038578033
model--1610719647 ,1610720052,0.86,0.09264135360717773
model--1610719647 ,1610720052,0.92,0.06619330495595932
model--1610719647 ,1610720052,0.9,0.06739559769630432
model--1610719647 ,1610720052,0.88,0.09802036732435226
model--1610719647 ,1610720052,0.89,0.0875292494893074
model--1610719647 ,1610720052,0.9,0.07725713402032852
model--1610719647 ,1610720052,0.87,0.07950282096862793
model--1610719647 ,1610720052,0.86,0.09277882426977158
model--1610719647 ,1610720052,0.9,0.08157377690076828
model--1610719647 ,1610720052,0.84,0.10969656705856323
model--1610719647 ,1610720052,0.92,0.07417906820774078
model--1610719647 ,1610720052,0.81,0.12118157744407654
model--1610719647 ,1610720052,0.9,0.0982784703373909
model--1610719647 ,1610720052,0.94,0.060078252106904984
model--1610719647 ,1610720052,0.88,0.09839682281017303
model--1610719647 ,1610720053,0.9,0.07933911681175232
model--1610719647 ,1610720053,0.9444444444444444,0.05077960714697838
model--1610719647 ,1610720053,0.86,0.09510745853185654
model--1610719647 ,1610720053,0.93,0.06438358128070831
model--1610719647 ,1610720053,0.88,0.10629529505968094
model--1610719647 ,1610720053,0.92,0.07275386899709702
model--1610719647 ,1610720053,0.88,0.09756670147180557
model--1610719647 ,1610720053,0.87,0.08783593773841858
model--1610719647 ,1610720053,0.88,0.0809708833694458
model--1610719647 ,1610720053,0.85,0.1077917292714119
model--1610719647 ,1610720053,0.84,0.10832124203443527
model--1610719647 ,1610720053,0.89,0.06637740880250931
model--1610719647 ,1610720053,0.88,0.08725117146968842
model--1610719647 ,1610720053,0.91,0.07167889177799225
model--1610719647 ,1610720053,0.9,0.0911693349480629
model--1610719647 ,1610720053,0.86,0.09069957584142685
model--1610719647 ,1610720053,0.92,0.06538622826337814
model--1610719647 ,1610720053,0.87,0.08968459069728851
model--1610719647 ,1610720053,0.95,0.043942153453826904
model--1610719647 ,1610720054,0.95,0.055323246866464615
model--1610719647 ,1610720054,0.9,0.0844554528594017
model--1610719647 ,1610720054,0.9,0.07234589755535126
model--1610719647 ,1610720054,0.9,0.09458071738481522
model--1610719647 ,1610720054,0.89,0.08473982661962509
model--1610719647 ,1610720054,0.93,0.08230771869421005
model--1610719647 ,1610720054,0.85,0.11527488380670547
model--1610719647 ,1610720054,0.92,0.06663594394922256
model--1610719647 ,1610720054,0.96,0.04373632371425629
model--1610719647 ,1610720054,0.93,0.07011780142784119
model--1610719647 ,1610720054,0.93,0.05369681119918823
model--1610719647 ,1610720054,0.9,0.08949361741542816
model--1610719647 ,1610720054,0.89,0.09849768131971359
model--1610719647 ,1610720054,0.95,0.05422800034284592
model--1610719647 ,1610720054,0.96,0.05532950162887573
model--1610719647 ,1610720054,0.94,0.06944505870342255
model--1610719647 ,1610720054,0.91,0.08380870521068573
model--1610719647 ,1610720054,0.94,0.05123536288738251
model--1610719647 ,1610720054,0.91,0.06008048355579376
model--1610719647 ,1610720055,0.95,0.046596985310316086
model--1610719647 ,1610720055,0.86,0.09483524411916733
model--1610719647 ,1610720055,0.91,0.06414787471294403
model--1610719647 ,1610720055,0.9,0.07674641162157059
model--1610719647 ,1610720055,0.93,0.04481989145278931
model--1610719647 ,1610720055,0.91,0.06197705119848251
model--1610719647 ,1610720055,0.9,0.07290289551019669
model--1610719647 ,1610720055,0.89,0.11226817965507507
model--1610719647 ,1610720055,0.93,0.04814022034406662
model--1610719647 ,1610720055,0.93,0.052653033286333084
model--1610719647 ,1610720055,0.87,0.0807163342833519
model--1610719647 ,1610720055,0.88,0.08996722847223282
model--1610719647 ,1610720055,0.91,0.07325776666402817
model--1610719647 ,1610720055,0.92,0.07740272581577301
model--1610719647 ,1610720055,0.94,0.05818566307425499
model--1610719647 ,1610720055,0.94,0.050157155841588974
model--1610719647 ,1610720055,0.92,0.06057090684771538
model--1610719647 ,1610720055,0.95,0.043882474303245544
model--1610719647 ,1610720055,0.92,0.05481700599193573
model--1610719647 ,1610720056,0.9,0.07290992885828018
model--1610719647 ,1610720056,0.94,0.05735978111624718
model--1610719647 ,1610720056,0.85,0.10112849622964859
model--1610719647 ,1610720056,0.9,0.07625468075275421
model--1610719647 ,1610720056,0.91,0.06682413816452026
model--1610719647 ,1610720056,0.92,0.05723109468817711
model--1610719647 ,1610720056,0.96,0.050689514726400375
model--1610719647 ,1610720056,0.92,0.07845529168844223
model--1610719647 ,1610720056,0.91,0.09441644698381424
model--1610719647 ,1610720056,0.98,0.024323491379618645
model--1610719647 ,1610720056,0.91,0.06225220859050751
model--1610719647 ,1610720056,0.93,0.06800533086061478
model--1610719647 ,1610720056,0.94,0.04976838082075119
model--1610719647 ,1610720056,0.91,0.0781325101852417
model--1610719647 ,1610720056,0.89,0.07418571412563324
model--1610719647 ,1610720056,0.94,0.06630628556013107
model--1610719647 ,1610720056,0.92,0.07255884259939194
model--1610719647 ,1610720056,0.94,0.040632475167512894
model--1610719647 ,1610720056,0.95,0.05676081404089928
model--1610719647 ,1610720057,0.95,0.056065306067466736
model--1610719647 ,1610720057,0.96,0.03152930736541748
model--1610719647 ,1610720057,0.89,0.07156116515398026
model--1610719647 ,1610720057,0.94,0.053132008761167526
model--1610719647 ,1610720057,0.91,0.043660253286361694
model--1610719647 ,1610720057,0.91,0.06274019181728363
model--1610719647 ,1610720057,0.93,0.048490848392248154
model--1610719647 ,1610720057,0.87,0.08761968463659286
model--1610719647 ,1610720057,0.94,0.05351310968399048
model--1610719647 ,1610720057,0.92,0.0745835080742836
model--1610719647 ,1610720057,0.94,0.04785281419754028
model--1610719647 ,1610720057,0.88,0.09566572308540344
model--1610719647 ,1610720057,0.93,0.047709379345178604
model--1610719647 ,1610720057,0.94,0.05585522949695587
model--1610719647 ,1610720057,0.96,0.0399179607629776
model--1610719647 ,1610720057,0.97,0.03551285341382027
model--1610719647 ,1610720057,0.96,0.04411293938755989
model--1610719647 ,1610720057,0.91,0.07522812485694885
model--1610719647 ,1610720057,0.95,0.05226906016469002
model--1610719647 ,1610720058,0.91,0.059988610446453094
model--1610719647 ,1610720058,0.91,0.060519713908433914
model--1610719647 ,1610720058,0.9,0.0839068740606308
model--1610719647 ,1610720058,0.92,0.06290756165981293
model--1610719647 ,1610720058,0.91,0.06349258124828339
model--1610719647 ,1610720058,0.93,0.05499543994665146
model--1610719647 ,1610720058,0.92,0.06137992814183235
model--1610719647 ,1610720058,0.89,0.09476470947265625
model--1610719647 ,1610720058,0.93,0.06285551190376282
model--1610719647 ,1610720058,0.92,0.05537893623113632
model--1610719647 ,1610720058,0.87,0.10328458249568939
model--1610719647 ,1610720058,0.9,0.0654197707772255
model--1610719647 ,1610720058,0.94,0.05328373610973358
model--1610719647 ,1610720058,0.94,0.052067965269088745
model--1610719647 ,1610720058,0.92,0.05731259286403656
model--1610719647 ,1610720058,0.92,0.0712539479136467
model--1610719647 ,1610720058,0.9,0.08503936231136322
model--1610719647 ,1610720058,0.86,0.11468537896871567
model--1610719647 ,1610720058,0.95,0.05546530708670616
model--1610719647 ,1610720059,0.92,0.07085549086332321
model--1610719647 ,1610720059,0.91,0.06702279299497604
model--1610719647 ,1610720059,0.9,0.07287099957466125
model--1610719647 ,1610720059,0.91,0.06695140898227692
model--1610719647 ,1610720059,0.92,0.0697321966290474
model--1610719647 ,1610720059,0.91,0.07783965021371841
model--1610719647 ,1610720059,0.9,0.08180703967809677
model--1610719647 ,1610720059,0.89,0.08601345121860504
model--1610719647 ,1610720059,0.92,0.06718052923679352
model--1610719647 ,1610720059,0.9,0.08005298674106598
model--1610719647 ,1610720059,0.86,0.11264590919017792
model--1610719647 ,1610720059,0.87,0.08906839042901993
model--1610719647 ,1610720059,0.94,0.05088149011135101
model--1610719647 ,1610720059,0.9,0.07310871034860611
model--1610719647 ,1610720059,0.9,0.07982079684734344
model--1610719647 ,1610720059,0.94,0.05698172375559807
model--1610719647 ,1610720059,0.94,0.04980750009417534
model--1610719647 ,1610720059,0.9,0.061920784413814545
model--1610719647 ,1610720059,0.91,0.07235916703939438
model--1610719647 ,1610720060,0.86,0.10562791675329208
model--1610719647 ,1610720060,0.91,0.06346222758293152
model--1610719647 ,1610720060,0.91,0.0653022974729538
model--1610719647 ,1610720060,0.87,0.1018986850976944
model--1610719647 ,1610720060,0.84,0.11649022996425629
model--1610719647 ,1610720060,0.94,0.03986576944589615
model--1610719647 ,1610720060,0.91,0.07236519455909729
model--1610719647 ,1610720060,0.88,0.09506326168775558
model--1610719647 ,1610720060,0.9,0.08928073942661285
model--1610719647 ,1610720060,0.93,0.06234617158770561
model--1610719647 ,1610720060,0.86,0.12035844475030899
model--1610719647 ,1610720060,0.88,0.0804523453116417
model--1610719647 ,1610720060,0.95,0.04352690652012825
model--1610719647 ,1610720060,0.83,0.12077488005161285
model--1610719647 ,1610720060,0.9,0.06359261274337769
model--1610719647 ,1610720060,0.86,0.10202901810407639
model--1610719647 ,1610720060,0.87,0.08505876362323761
model--1610719647 ,1610720060,0.91,0.07295485585927963
model--1610719647 ,1610720060,0.92,0.06898330897092819
model--1610719647 ,1610720061,0.89,0.08536557108163834
model--1610719647 ,1610720061,0.93,0.05510370060801506
model--1610719647 ,1610720061,0.89,0.0878109559416771
model--1610719647 ,1610720061,0.89,0.06903255730867386
model--1610719647 ,1610720061,0.86,0.09804762899875641
model--1610719647 ,1610720061,0.85,0.09311796724796295
model--1610719647 ,1610720061,0.87,0.09767474234104156
model--1610719647 ,1610720061,0.91,0.07637442648410797
model--1610719647 ,1610720061,0.91,0.08030446618795395
model--1610719647 ,1610720061,0.95,0.05375547707080841
model--1610719647 ,1610720061,0.88,0.09902302175760269
model--1610719647 ,1610720061,0.86,0.10379964858293533
model--1610719647 ,1610720061,0.83,0.11746928840875626
model--1610719647 ,1610720061,0.95,0.050079405307769775
model--1610719647 ,1610720061,0.92,0.06141720712184906
model--1610719647 ,1610720061,0.89,0.08205138891935349
model--1610719647 ,1610720061,0.88,0.08762514591217041
model--1610719647 ,1610720061,0.89,0.0811193659901619
model--1610719647 ,1610720061,0.87,0.097525455057621
model--1610719647 ,1610720061,0.89,0.07347534596920013
model--1610719647 ,1610720062,0.92,0.06811686605215073
model--1610719647 ,1610720062,0.8,0.13154008984565735
model--1610719647 ,1610720062,0.86,0.1091977059841156
model--1610719647 ,1610720062,0.86,0.11076758801937103
model--1610719647 ,1610720062,0.86,0.11607769876718521
model--1610719647 ,1610720062,0.93,0.0642973780632019
model--1610719647 ,1610720062,0.82,0.1340203434228897
model--1610719647 ,1610720062,0.89,0.08848734945058823
model--1610719647 ,1610720062,0.92,0.07270732522010803
model--1610719647 ,1610720062,0.9,0.08126313239336014
model--1610719647 ,1610720062,0.92,0.05621879920363426
model--1610719647 ,1610720062,0.95,0.042749471962451935
model--1610719647 ,1610720062,0.9,0.08848051726818085
model--1610719647 ,1610720062,0.84,0.12027585506439209
model--1610719647 ,1610720062,0.81,0.14355282485485077
model--1610719647 ,1610720062,0.92,0.06675200164318085
model--1610719647 ,1610720062,0.9,0.07207565754652023
model--1610719647 ,1610720062,0.83,0.1193959042429924
model--1610719647 ,1610720062,0.91,0.07661319524049759
model--1610719647 ,1610720063,0.87,0.10857074707746506
model--1610719647 ,1610720063,0.9,0.08976037800312042
model--1610719647 ,1610720063,0.91,0.0797528475522995
model--1610719647 ,1610720063,0.88,0.08737051486968994
model--1610719647 ,1610720063,0.88,0.08234021812677383
model--1610719647 ,1610720063,0.92,0.06135973706841469
model--1610719647 ,1610720063,0.89,0.07812407612800598
model--1610719647 ,1610720063,0.93,0.07713893800973892
model--1610719647 ,1610720063,0.91,0.06962985545396805
model--1610719647 ,1610720063,0.91,0.07641184329986572
model--1610719647 ,1610720063,0.9,0.07366132736206055
model--1610719647 ,1610720063,0.85,0.10564059764146805
model--1610719647 ,1610720063,0.9,0.0903690978884697
model--1610719647 ,1610720063,0.86,0.12743054330348969
model--1610719647 ,1610720063,0.85,0.11787492781877518
model--1610719647 ,1610720063,0.86,0.11951686441898346
model--1610719647 ,1610720063,0.88,0.10325571149587631
model--1610719647 ,1610720063,0.91,0.05789954215288162
model--1610719647 ,1610720064,0.89,0.08953501284122467
model--1610719647 ,1610720064,0.91,0.06787006556987762
model--1610719647 ,1610720064,0.91,0.06969305127859116
model--1610719647 ,1610720064,0.92,0.0605829693377018
model--1610719647 ,1610720064,0.88,0.07671791315078735
model--1610719647 ,1610720064,0.91,0.081423319876194
model--1610719647 ,1610720064,0.91,0.07241097837686539
model--1610719647 ,1610720064,0.92,0.06527851521968842
model--1610719647 ,1610720064,0.89,0.08198687434196472
model--1610719647 ,1610720064,0.89,0.07824872434139252
model--1610719647 ,1610720064,0.86,0.09625930339097977
model--1610719647 ,1610720064,0.92,0.06637707352638245
model--1610719647 ,1610720064,0.88,0.08314241468906403
model--1610719647 ,1610720064,0.91,0.08765105903148651
model--1610719647 ,1610720064,0.94,0.048098642379045486
model--1610719647 ,1610720064,0.9,0.07587999105453491
model--1610719647 ,1610720064,0.9,0.06234917417168617
model--1610719647 ,1610720064,0.9629629629629629,0.045080240815877914
model--1610719647 ,1610720064,0.94,0.07100968807935715
model--1610719647 ,1610720065,0.95,0.05049123242497444
model--1610719647 ,1610720065,0.87,0.10238884389400482
model--1610719647 ,1610720065,0.94,0.05820067599415779
model--1610719647 ,1610720065,0.87,0.09885755926370621
model--1610719647 ,1610720065,0.89,0.08007524162530899
model--1610719647 ,1610720065,0.9,0.06224241480231285
model--1610719647 ,1610720065,0.87,0.09685203433036804
model--1610719647 ,1610720065,0.84,0.11831920593976974
model--1610719647 ,1610720065,0.92,0.06376363337039948
model--1610719647 ,1610720065,0.88,0.0777973085641861
model--1610719647 ,1610720065,0.89,0.08730735629796982
model--1610719647 ,1610720065,0.91,0.07869438081979752
model--1610719647 ,1610720065,0.89,0.08020222187042236
model--1610719647 ,1610720065,0.93,0.05814047530293465
model--1610719647 ,1610720065,0.92,0.0739561915397644
model--1610719647 ,1610720065,0.95,0.04065868258476257
model--1610719647 ,1610720065,0.93,0.054119475185871124
model--1610719647 ,1610720065,0.87,0.0788235068321228
model--1610719647 ,1610720065,0.93,0.05894262343645096
model--1610719647 ,1610720065,0.91,0.08080936968326569
model--1610719647 ,1610720066,0.88,0.09156323969364166
model--1610719647 ,1610720066,0.94,0.0743778645992279
model--1610719647 ,1610720066,0.87,0.09532421827316284
model--1610719647 ,1610720066,0.92,0.0647459402680397
model--1610719647 ,1610720066,0.97,0.04000767320394516
model--1610719647 ,1610720066,0.94,0.05674739554524422
model--1610719647 ,1610720066,0.92,0.049038343131542206
model--1610719647 ,1610720066,0.92,0.06775664538145065
model--1610719647 ,1610720066,0.88,0.09195127338171005
model--1610719647 ,1610720066,0.95,0.052206285297870636
model--1610719647 ,1610720066,0.94,0.05467330664396286
model--1610719647 ,1610720066,0.92,0.0625925362110138
model--1610719647 ,1610720066,0.9,0.06752292811870575
model--1610719647 ,1610720066,0.97,0.038988709449768066
model--1610719647 ,1610720066,0.92,0.056223638355731964
model--1610719647 ,1610720066,0.96,0.036715105175971985
model--1610719647 ,1610720066,0.89,0.09988360852003098
model--1610719647 ,1610720066,0.97,0.048471540212631226
model--1610719647 ,1610720066,0.91,0.06673159450292587
model--1610719647 ,1610720066,0.96,0.039116229861974716
model--1610719647 ,1610720067,0.95,0.044124942272901535
model--1610719647 ,1610720067,0.92,0.05280527099967003
model--1610719647 ,1610720067,0.87,0.1071828231215477
model--1610719647 ,1610720067,0.96,0.04064994677901268
model--1610719647 ,1610720067,0.96,0.049200981855392456
model--1610719647 ,1610720067,0.92,0.06012142822146416
model--1610719647 ,1610720067,0.9,0.09730855375528336
model--1610719647 ,1610720067,0.94,0.06315761804580688
model--1610719647 ,1610720067,0.94,0.054041627794504166
model--1610719647 ,1610720067,0.94,0.06116972491145134
model--1610719647 ,1610720067,0.95,0.056787967681884766
model--1610719647 ,1610720067,0.89,0.06594771891832352
model--1610719647 ,1610720067,0.95,0.04134373739361763
model--1610719647 ,1610720067,0.93,0.05463474988937378
model--1610719647 ,1610720067,0.91,0.08206387609243393
model--1610719647 ,1610720067,0.92,0.05884028598666191
model--1610719647 ,1610720067,0.89,0.08306370675563812
model--1610719647 ,1610720067,0.93,0.06063302978873253
model--1610719647 ,1610720067,0.91,0.07255009561777115
model--1610719647 ,1610720068,0.91,0.0737173855304718
model--1610719647 ,1610720068,0.92,0.05756177380681038
model--1610719647 ,1610720068,0.93,0.05553198233246803
model--1610719647 ,1610720068,0.93,0.07147561758756638
model--1610719647 ,1610720068,0.99,0.014011354185640812
model--1610719647 ,1610720068,0.91,0.0641367956995964
model--1610719647 ,1610720068,0.89,0.08215411752462387
model--1610719647 ,1610720068,0.96,0.03678564354777336
model--1610719647 ,1610720068,0.91,0.07476169615983963
model--1610719647 ,1610720068,0.94,0.06306428462266922
model--1610719647 ,1610720068,0.94,0.05746305361390114
model--1610719647 ,1610720068,0.94,0.06932162493467331
model--1610719647 ,1610720068,0.93,0.047578997910022736
model--1610719647 ,1610720068,0.94,0.05193231627345085
model--1610719647 ,1610720068,0.94,0.06424447149038315
model--1610719647 ,1610720068,0.97,0.021126780658960342
model--1610719647 ,1610720068,0.93,0.06217164918780327
model--1610719647 ,1610720068,0.93,0.055915649980306625
model--1610719647 ,1610720068,0.96,0.0372212752699852
model--1610719647 ,1610720069,0.93,0.06000214442610741
model--1610719647 ,1610720069,0.98,0.023945841938257217
model--1610719647 ,1610720069,0.92,0.062234487384557724
model--1610719647 ,1610720069,0.96,0.04927933216094971
model--1610719647 ,1610720069,0.9,0.08801828324794769
model--1610719647 ,1610720069,0.93,0.05067813768982887
model--1610719647 ,1610720069,0.91,0.07255792617797852
model--1610719647 ,1610720069,0.96,0.03206716105341911
model--1610719647 ,1610720069,0.95,0.05142815411090851
model--1610719647 ,1610720069,0.9,0.0690753310918808
model--1610719647 ,1610720069,0.92,0.061243899166584015
model--1610719647 ,1610720069,0.92,0.06054029241204262
model--1610719647 ,1610720069,0.92,0.06128815561532974
model--1610719647 ,1610720069,0.93,0.051431119441986084
model--1610719647 ,1610720069,0.93,0.05733498930931091
model--1610719647 ,1610720069,0.92,0.0646732822060585
model--1610719647 ,1610720069,0.89,0.1032617837190628
model--1610719647 ,1610720069,0.9,0.08656586706638336
model--1610719647 ,1610720069,0.92,0.05517450347542763
model--1610719647 ,1610720070,0.96,0.039493754506111145
model--1610719647 ,1610720070,0.92,0.06156526878476143
model--1610719647 ,1610720070,0.83,0.11087826639413834
model--1610719647 ,1610720070,0.91,0.07421080768108368
model--1610719647 ,1610720070,0.9,0.06831084936857224
model--1610719647 ,1610720070,0.83,0.11740650981664658
model--1610719647 ,1610720070,0.93,0.0541883185505867
model--1610719647 ,1610720070,0.94,0.04599872976541519
model--1610719647 ,1610720070,0.93,0.05886553227901459
model--1610719647 ,1610720070,0.93,0.06081294268369675
model--1610719647 ,1610720070,0.95,0.04939306154847145
model--1610719647 ,1610720070,0.92,0.07531346380710602
model--1610719647 ,1610720070,0.85,0.11968528479337692
model--1610719647 ,1610720070,0.93,0.05542978271842003
model--1610719647 ,1610720070,0.89,0.08581878244876862
model--1610719647 ,1610720070,0.9,0.06089955195784569
model--1610719647 ,1610720070,0.96,0.041519053280353546
model--1610719647 ,1610720070,0.9,0.07220707833766937
model--1610719647 ,1610720070,0.86,0.09842956066131592
model--1610719647 ,1610720070,0.91,0.07907598465681076
model--1610719647 ,1610720071,0.88,0.11489882320165634
model--1610719647 ,1610720071,0.92,0.07078867405653
model--1610719647 ,1610720071,0.93,0.05243685469031334
model--1610719647 ,1610720071,0.91,0.07238488644361496
model--1610719647 ,1610720071,0.87,0.09857627004384995
model--1610719647 ,1610720071,0.83,0.11159518361091614
model--1610719647 ,1610720071,0.83,0.11469926685094833
model--1610719647 ,1610720071,0.88,0.07952923327684402
model--1610719647 ,1610720071,0.93,0.06624775379896164
model--1610719647 ,1610720071,0.93,0.05960783734917641
model--1610719647 ,1610720071,0.88,0.0903032198548317
model--1610719647 ,1610720071,0.86,0.10385335981845856
model--1610719647 ,1610720071,0.87,0.09545637667179108
model--1610719647 ,1610720071,0.88,0.10103416442871094
model--1610719647 ,1610720071,0.91,0.06049131602048874
model--1610719647 ,1610720071,0.89,0.08334348350763321
model--1610719647 ,1610720071,0.85,0.10574119538068771
model--1610719647 ,1610720071,0.81,0.12757684290409088
model--1610719647 ,1610720071,0.89,0.07322760671377182
model--1610719647 ,1610720072,0.89,0.08336016535758972
model--1610719647 ,1610720072,0.91,0.07274851202964783
model--1610719647 ,1610720072,0.89,0.0757925808429718
model--1610719647 ,1610720072,0.93,0.04584307223558426
model--1610719647 ,1610720072,0.89,0.09037450700998306
model--1610719647 ,1610720072,0.88,0.0922447219491005
model--1610719647 ,1610720072,0.91,0.053509797900915146
model--1610719647 ,1610720072,0.94,0.06591391563415527
model--1610719647 ,1610720072,0.91,0.06129675731062889
model--1610719647 ,1610720072,0.86,0.12344404309988022
model--1610719647 ,1610720072,0.82,0.11499403417110443
model--1610719647 ,1610720072,0.92,0.0643598809838295
model--1610719647 ,1610720072,0.9,0.07968709617853165
model--1610719647 ,1610720072,0.84,0.11889611929655075
model--1610719647 ,1610720072,0.89,0.0721568912267685
model--1610719647 ,1610720072,0.86,0.10148846358060837
model--1610719647 ,1610720072,0.89,0.07750692963600159
model--1610719647 ,1610720072,0.88,0.08948633074760437
model--1610719647 ,1610720072,0.87,0.07799705117940903
model--1610719647 ,1610720072,0.82,0.10608574002981186
model--1610719647 ,1610720073,0.91,0.07866758853197098
model--1610719647 ,1610720073,0.89,0.0826873630285263
model--1610719647 ,1610720073,0.92,0.0602145753800869
model--1610719647 ,1610720073,0.87,0.09369108080863953
model--1610719647 ,1610720073,0.86,0.10840143263339996
model--1610719647 ,1610720073,0.82,0.12784253060817719
model--1610719647 ,1610720073,0.95,0.050565652549266815
model--1610719647 ,1610720073,0.87,0.08852846920490265
model--1610719647 ,1610720073,0.92,0.07663026452064514
model--1610719647 ,1610720073,0.88,0.08648744225502014
model--1610719647 ,1610720073,0.89,0.08720119297504425
model--1610719647 ,1610720073,0.91,0.07816529273986816
model--1610719647 ,1610720073,0.87,0.08046367764472961
model--1610719647 ,1610720073,0.85,0.09908561408519745
model--1610719647 ,1610720073,0.84,0.1020176112651825
model--1610719647 ,1610720073,0.86,0.11867068707942963
model--1610719647 ,1610720073,0.8,0.14622114598751068
model--1610719647 ,1610720073,0.85,0.1152891218662262
model--1610719647 ,1610720073,0.94,0.043237607926130295
model--1610719647 ,1610720074,0.85,0.10077749192714691
model--1610719647 ,1610720074,0.86,0.10343348979949951
model--1610719647 ,1610720074,0.95,0.0637829601764679
model--1610719647 ,1610720074,0.89,0.08919315040111542
model--1610719647 ,1610720074,0.89,0.07085008174180984
model--1610719647 ,1610720074,0.95,0.052541691809892654
model--1610719647 ,1610720074,0.93,0.07131187617778778
model--1610719647 ,1610720074,0.86,0.1102992445230484
model--1610719647 ,1610720074,0.86,0.10266108065843582
model--1610719647 ,1610720074,0.9,0.07927075028419495
model--1610719647 ,1610720074,0.93,0.06325501948595047
model--1610719647 ,1610720074,0.86,0.11527299880981445
model--1610719647 ,1610720074,0.9,0.07402651757001877
model--1610719647 ,1610720074,0.85,0.11021173000335693
model--1610719647 ,1610720074,0.91,0.07765902578830719
model--1610719647 ,1610720074,0.91,0.07470648735761642
model--1610719647 ,1610720074,0.88,0.08888521790504456
model--1610719647 ,1610720074,0.91,0.08144813030958176
model--1610719647 ,1610720074,0.92,0.052704352885484695
